Location,Area,Rainfall,Temperature,Soil_Type,Nitrogen,Phosphorus,Potassium,Humidity,Yield(kg/ha),Season
Bhalki,874,1483.33,20.16,Red Soil,61,48,38,67.29,4700,Kharif
Aurad,294,1007.75,20.77,Black Soil,60,43,59,81.26,4479,Kharif
Bhalki,666,1028.11,28.4,Red Soil,49,36,44,78.8,4249,Kharif
Humnabad,1314,910.12,24.99,Laterite Soil,63,47,40,65.75,4154,Rabi
Bidar,682,1334.82,21.9,Black Soil,72,43,34,68.33,4700,Kharif
Bhalki,1041,1286.46,20.58,Red Soil,61,45,44,62.34,4700,Kharif
Bhalki,1288,1006.84,22.07,Red Soil,66,37,53,62.32,4405,Rabi
Bhalki,1217,1374.69,32.45,Red Soil,79,41,31,60.48,4700,Kharif
Aurad,353,1079.52,29.46,Red Soil,59,25,41,67.72,4331,Kharif
Bidar,1482,981,26.86,Black Soil,63,38,56,83.79,4307,Rabi
Bidar,1495,1153.54,32.24,Red Soil,70,48,54,71.07,4474,Kharif
Humnabad,510,954.58,28.05,Laterite Soil,79,24,57,72,4278,Kharif
Humnabad,1299,1057.95,29.43,Laterite Soil,67,21,52,64.62,4329,Kharif
Bhalki,1293,1122.8,23.67,Black Soil,54,30,36,80.14,4573,Kharif
Bidar,363,1411.12,27.66,Black Soil,66,43,31,71.98,4700,Kharif
Bidar,1484,1375.53,21.87,Laterite Soil,55,43,37,83.67,4700,Kharif
Bhalki,791,1165.65,25.26,Laterite Soil,70,32,38,85.95,4700,Kharif
Basavakalyan,755,1334.75,20.43,Black Soil,45,24,55,80.46,4700,Kharif
Bidar,1238,1241.19,22.82,Laterite Soil,65,42,56,69.66,4700,Kharif
Bhalki,515,1104.51,20.97,Laterite Soil,52,27,57,77.8,4587,Kharif
Bhalki,1378,1335.52,25.04,Black Soil,64,30,34,68.82,4700,Kharif
Basavakalyan,1048,1310.1,30.96,Black Soil,61,23,44,91.6,4700,Kharif
Humnabad,336,1271.46,24.91,Red Soil,59,37,48,86.82,4700,Kharif
Bhalki,873,1270.77,30.81,Red Soil,65,49,59,77.26,4700,Kharif
Bidar,1166,1309.79,28.53,Laterite Soil,45,34,48,93.79,4700,Kharif
Humnabad,852,1130.73,26.62,Black Soil,47,24,42,79.14,4468,Kharif
Humnabad,1434,1421.45,23.08,Red Soil,75,42,42,71.5,4700,Kharif
Humnabad,983,997.38,31.99,Laterite Soil,75,31,35,63.34,4198,Kharif
Bhalki,239,1430.33,20.7,Laterite Soil,65,23,59,79.03,4700,Kharif
Bidar,906,1105.37,28.96,Laterite Soil,67,23,30,90.11,4528,Rabi
Basavakalyan,1138,975.02,28.08,Laterite Soil,61,39,39,90.34,4280,Kharif
Aurad,1063,1260.02,25.73,Black Soil,66,28,56,81.16,4700,Rabi
Aurad,542,1125.59,23.12,Laterite Soil,66,28,54,73.77,4639,Kharif
Humnabad,1323,1389.3,25.6,Red Soil,52,33,35,82.76,4700,Kharif
Aurad,561,1158.47,31.35,Black Soil,52,46,54,86.67,4460,Kharif
Aurad,1313,1301.14,30.88,Laterite Soil,58,45,32,74.41,4700,Kharif
Bhalki,442,1084.95,32.24,Red Soil,68,43,55,76.67,4361,Kharif
Basavakalyan,780,1025.67,24,Red Soil,66,46,42,83.82,4477,Kharif
Aurad,1420,1132.83,25.03,Black Soil,59,27,48,90.68,4630,Kharif
Basavakalyan,1271,1264.08,20.24,Black Soil,64,42,39,87.69,4700,Kharif
Aurad,319,1294.17,32.26,Black Soil,71,20,42,60.78,4692,Kharif
Humnabad,1483,1246.92,24.28,Red Soil,72,43,36,64.35,4700,Kharif
Humnabad,1039,1492.83,25.25,Red Soil,66,30,44,89.85,4700,Kharif
Basavakalyan,1240,1314.65,31.8,Laterite Soil,75,46,52,89.18,4700,Kharif
Basavakalyan,205,1458.91,26.85,Black Soil,53,23,33,73.61,4700,Kharif
Basavakalyan,717,970.76,27.36,Black Soil,67,48,40,80.45,4287,Rabi
Basavakalyan,300,936.82,22.29,Black Soil,49,36,59,91.7,4289,Kharif
Bidar,467,1086.6,26.48,Black Soil,61,36,37,91.9,4527,Kharif
Humnabad,1314,981.95,31.94,Red Soil,49,38,56,87.41,4112,Kharif
Aurad,1488,1215.52,27.26,Black Soil,51,32,59,67.34,4581,Rabi
Bidar,1133,1211.39,23.32,Red Soil,52,38,31,85.56,4700,Kharif
Basavakalyan,1126,1245.03,20.41,Red Soil,51,45,30,63.54,4700,Kharif
Aurad,155,1347.14,24.37,Black Soil,66,36,30,91.29,4700,Kharif
Humnabad,338,1482.8,27.44,Red Soil,65,43,45,65.22,4700,Kharif
Basavakalyan,466,1426.96,20.55,Red Soil,48,39,47,83.18,4700,Kharif
Bhalki,880,971.02,27.93,Black Soil,76,31,40,81.36,4331,Kharif
Basavakalyan,673,1103.11,26.8,Black Soil,73,39,56,87.19,4602,Kharif
Aurad,1336,1053.49,30.18,Laterite Soil,74,33,51,79.31,4403,Kharif
Humnabad,666,1006.09,20.38,Red Soil,47,41,37,62.08,4331,Kharif
Basavakalyan,1239,1226.83,30.15,Red Soil,49,28,48,84.7,4587,Kharif
Humnabad,864,1231.96,26.77,Laterite Soil,63,44,41,73.41,4700,Rabi
Bidar,1497,1036.35,24.82,Laterite Soil,52,31,35,71.21,4341,Kharif
Bhalki,1366,1327.14,32.55,Black Soil,75,43,53,94.71,4700,Kharif
Bidar,727,1339.75,22.08,Laterite Soil,71,36,54,80.66,4700,Kharif
Bhalki,816,912.59,27.04,Black Soil,57,35,45,84.88,4148,Kharif
Bidar,737,1137.45,24.17,Black Soil,50,31,37,78.42,4556,Kharif
Humnabad,922,1434.08,26.86,Black Soil,45,29,36,86.95,4700,Kharif
Humnabad,1306,1212.19,27.18,Red Soil,74,45,49,86.32,4700,Rabi
Bidar,1003,1108.58,21.16,Red Soil,55,21,32,83,4628,Kharif
Aurad,1314,1052.21,28.59,Black Soil,75,22,52,94.92,4508,Kharif
Bidar,485,1046.01,28.25,Laterite Soil,60,46,30,76.09,4340,Kharif
Basavakalyan,1007,959.86,30,Red Soil,59,24,52,84.72,4170,Kharif
Aurad,648,1390.34,21.18,Red Soil,49,35,35,87.92,4700,Kharif
Humnabad,798,951.99,23.86,Laterite Soil,59,40,32,73.16,4263,Rabi
Bidar,325,1075.38,28.45,Red Soil,45,32,59,76,4298,Kharif
Aurad,949,927.41,21.78,Laterite Soil,59,45,48,93.92,4354,Kharif
Basavakalyan,1000,1368.83,28.81,Laterite Soil,52,43,31,61.13,4700,Kharif
Bhalki,1209,923.57,20.77,Red Soil,66,37,46,71.74,4326,Kharif
Humnabad,1137,1084.98,24.35,Laterite Soil,71,21,45,77.02,4578,Kharif
Aurad,292,1243.98,31.01,Laterite Soil,78,43,56,60.05,4672,Kharif
Aurad,798,1145.74,30.07,Black Soil,74,20,50,91.47,4620,Kharif
Aurad,677,1069.36,28.38,Black Soil,56,28,58,70.02,4331,Kharif
Bidar,155,1065.11,31.32,Red Soil,46,37,36,69.02,4186,Kharif
Humnabad,733,1378.67,29.22,Laterite Soil,66,47,52,88.71,4700,Kharif
Humnabad,822,1484.39,26.75,Red Soil,61,24,35,69.73,4700,Kharif
Bidar,373,1108.82,32.74,Red Soil,79,22,40,83.02,4483,Kharif
Bidar,505,923.49,29.03,Black Soil,67,24,44,88.75,4193,Kharif
Bidar,1087,921.94,27.82,Laterite Soil,73,31,55,87.74,4252,Kharif
Basavakalyan,1157,1355.53,25.32,Red Soil,73,27,51,87.37,4700,Kharif
Aurad,1209,1231.42,31.73,Red Soil,63,27,40,63.1,4553,Kharif
Basavakalyan,695,1370.16,23.84,Black Soil,61,41,36,62.79,4700,Kharif
Humnabad,674,1318.5,20.12,Black Soil,52,44,44,70.74,4700,Kharif
Bidar,1230,1444.5,22.56,Black Soil,51,26,45,61.26,4700,Rabi
Aurad,1180,1431.49,21.42,Red Soil,55,21,37,77.52,4700,Kharif
Bhalki,1488,1373,24.15,Laterite Soil,47,20,34,73.82,4700,Rabi
Aurad,260,1185.11,30.74,Black Soil,46,43,46,79.5,4458,Kharif
Bhalki,1289,1084.88,28.47,Black Soil,63,20,52,70.46,4400,Kharif
Aurad,1480,1204.22,22.2,Laterite Soil,72,27,31,77,4700,Kharif
Bidar,920,1201.24,30.25,Red Soil,72,47,56,71.72,4624,Kharif
Bhalki,459,1266.17,26.55,Red Soil,69,44,50,66.83,4700,Kharif
Bhalki,243,1011.66,26.67,Laterite Soil,55,36,36,82.73,4315,Kharif
Humnabad,1365,1293.37,24.71,Black Soil,46,42,52,83.57,4700,Kharif
Aurad,951,1173.96,31.24,Laterite Soil,56,24,54,89.02,4524,Kharif
Basavakalyan,1452,1272.12,24.14,Red Soil,56,48,50,90.62,4700,Kharif
Basavakalyan,709,1043.76,21.22,Red Soil,69,33,35,84.66,4600,Kharif
Humnabad,1228,1160.64,23.94,Black Soil,75,27,55,84.06,4700,Kharif
Humnabad,166,1026.12,29.3,Black Soil,61,39,59,61.98,4228,Kharif
Humnabad,1235,1425.18,28.55,Laterite Soil,56,37,41,63.84,4700,Rabi
Bidar,786,1192.78,22.44,Red Soil,74,42,45,88.44,4700,Kharif
Bidar,898,1034.99,21.45,Red Soil,46,48,40,68.15,4375,Kharif
Bidar,705,924.73,28.59,Laterite Soil,60,26,51,72.44,4099,Kharif
Bidar,1301,1305.44,28.79,Black Soil,45,43,46,65.09,4660,Kharif
Humnabad,1161,1028.79,24.76,Red Soil,78,33,39,66.83,4468,Kharif
Humnabad,408,1493.75,30.96,Red Soil,45,44,52,87.14,4700,Kharif
Bidar,862,1220.22,32.72,Black Soil,47,33,45,69.17,4437,Kharif
Bidar,984,1073.39,22.67,Red Soil,78,25,45,75.72,4636,Kharif
Bhalki,1161,1294.61,27.5,Black Soil,56,22,44,65.31,4700,Kharif
Aurad,1016,1065.13,20.07,Laterite Soil,71,40,55,83.73,4676,Kharif
Bhalki,1053,1392.16,29.27,Black Soil,69,33,44,85.49,4700,Kharif
Aurad,559,1084.94,25.39,Black Soil,56,33,52,72.66,4444,Kharif
Bidar,1037,1492.95,22.51,Laterite Soil,77,22,49,87.47,4700,Kharif
Bidar,292,1263.09,29.78,Red Soil,53,29,33,68.4,4620,Kharif
Bidar,546,1406.65,30.54,Red Soil,45,28,56,84.22,4700,Kharif
Bhalki,888,943.69,21.45,Black Soil,67,40,51,85.55,4406,Kharif
Humnabad,1492,1108.98,20.53,Black Soil,72,26,32,93.9,4700,Kharif
Aurad,797,1342.49,24.34,Laterite Soil,47,45,43,68.13,4700,Kharif
Bhalki,1119,1293.04,28.14,Laterite Soil,49,26,59,63.28,4671,Kharif
Bidar,951,1016.55,30.31,Red Soil,73,26,39,69.21,4286,Kharif
Humnabad,861,1113.72,27.1,Red Soil,57,31,35,64.3,4426,Kharif
Bhalki,1451,1058.07,27.55,Laterite Soil,48,45,56,65.94,4267,Kharif
Aurad,1264,1268.02,30.4,Black Soil,50,23,40,71.69,4609,Kharif
Bidar,1255,1106.74,26.87,Laterite Soil,50,39,33,74.49,4418,Kharif
Aurad,168,1085.43,27.95,Red Soil,55,32,39,91.63,4451,Kharif
Bidar,794,1024.43,26.71,Black Soil,71,22,45,66.85,4369,Rabi
Bidar,933,1145.42,31.45,Laterite Soil,79,39,53,94.01,4625,Kharif
Basavakalyan,518,1017.3,23.06,Red Soil,48,28,50,88.36,4396,Kharif
Aurad,607,1477.54,23.43,Black Soil,71,40,58,90.85,4700,Kharif
Humnabad,168,992.7,21.66,Black Soil,60,49,37,92.53,4475,Kharif
Bidar,1426,1447.98,30.65,Black Soil,62,41,38,86.36,4700,Rabi
Humnabad,1366,1157.08,25.35,Black Soil,51,39,33,87.61,4605,Kharif
Bhalki,1451,1126.72,24.52,Black Soil,55,32,46,75.32,4546,Kharif
Bidar,1208,1038.79,32.76,Laterite Soil,52,20,39,77.87,4174,Kharif
Bidar,828,1281.45,32.05,Black Soil,50,48,52,92.64,4675,Kharif
Bidar,1417,1311.32,32.64,Laterite Soil,49,42,42,73.24,4631,Kharif
Humnabad,794,1180.54,21.85,Black Soil,50,48,52,61.47,4624,Kharif
Basavakalyan,1246,933.42,31.59,Red Soil,46,42,50,86.7,4013,Kharif
Aurad,776,1451.11,24.27,Black Soil,75,25,50,80.06,4700,Kharif
Bidar,1440,1488.2,20.16,Laterite Soil,76,39,46,88.52,4700,Kharif
Aurad,771,1158.63,25.09,Red Soil,53,45,48,62.64,4526,Kharif
Aurad,1341,1268.2,26.62,Red Soil,59,48,46,81.74,4700,Kharif
Aurad,877,1170.18,21.41,Laterite Soil,65,43,52,68.67,4700,Kharif
Humnabad,246,1093.13,26.99,Red Soil,72,47,50,91.61,4591,Kharif
Aurad,1049,946.39,30.65,Laterite Soil,71,49,57,63.85,4118,Kharif
Bhalki,878,1173.64,24.91,Black Soil,49,27,33,89.51,4641,Kharif
Humnabad,847,1391.03,24.58,Black Soil,61,36,59,63.1,4700,Kharif
Humnabad,1032,910.22,24.4,Laterite Soil,68,44,52,60.88,4179,Rabi
Bhalki,1237,1249.26,32,Black Soil,75,43,54,68.23,4671,Kharif
Basavakalyan,245,1428.46,20.63,Red Soil,79,37,35,71.66,4700,Kharif
Basavakalyan,1152,1030.53,25.79,Black Soil,48,44,43,81.93,4325,Kharif
Bidar,591,1009.95,23.44,Black Soil,64,23,38,64.61,4374,Kharif
Basavakalyan,600,1363.37,31.62,Red Soil,61,45,35,75.31,4700,Rabi
Bidar,383,1053.05,21.25,Red Soil,54,49,39,67.15,4456,Rabi
Aurad,1330,1015.19,25.35,Black Soil,65,31,54,89.94,4443,Kharif
Bidar,942,1126.79,25.29,Black Soil,65,41,35,61.57,4532,Kharif
Basavakalyan,177,1135.5,31.55,Black Soil,60,35,59,72.46,4404,Kharif
Bidar,1072,1424.46,22.8,Laterite Soil,77,49,38,82.1,4700,Kharif
Humnabad,993,1271.07,28.38,Laterite Soil,54,37,42,91.96,4700,Kharif
Basavakalyan,891,1143.58,21.75,Black Soil,62,29,45,90.38,4700,Kharif
Bidar,1053,1220.63,32.4,Black Soil,77,23,59,91.33,4700,Kharif
Basavakalyan,524,1472.38,27.71,Red Soil,73,21,45,62.2,4700,Rabi
Bhalki,1011,967.93,28.14,Black Soil,75,47,48,89.43,4346,Rabi
Basavakalyan,773,1024.63,25.64,Black Soil,68,44,34,87.3,4460,Rabi
Bhalki,448,1477.52,24.45,Laterite Soil,56,34,40,91.59,4700,Kharif
Bidar,1198,1474.39,22.76,Laterite Soil,64,28,50,70.91,4700,Kharif
Bhalki,755,1006.3,27.85,Laterite Soil,50,34,44,91.91,4282,Kharif
Basavakalyan,215,987.07,32.41,Red Soil,52,24,58,74.09,4074,Kharif
Humnabad,678,1152.65,24.68,Black Soil,58,38,55,82.19,4634,Kharif
Bhalki,427,929.83,31.48,Laterite Soil,49,22,59,74.85,3980,Kharif
Basavakalyan,159,1292.94,21.93,Red Soil,47,36,37,74.97,4700,Kharif
Humnabad,1314,946.5,32.17,Black Soil,66,32,44,79.13,4111,Kharif
Aurad,177,934.82,24.56,Black Soil,52,43,40,72.46,4170,Kharif
Bhalki,1273,1191.11,24.94,Red Soil,58,22,58,87.75,4700,Kharif
Bhalki,1360,1474.67,26.02,Black Soil,51,47,42,82.18,4700,Kharif
Bidar,542,1156.08,29.34,Red Soil,48,23,56,84.14,4472,Kharif
Aurad,869,1113.89,29.36,Red Soil,63,37,52,68.09,4421,Kharif
Bidar,998,1498.77,26.23,Laterite Soil,68,43,31,93.94,4700,Rabi
Bidar,1484,1219.18,26.8,Red Soil,60,22,56,83.11,4700,Kharif
Basavakalyan,410,1125.14,20.39,Laterite Soil,50,33,31,66.9,4583,Kharif
Bidar,1242,1131.52,23.96,Black Soil,52,35,52,86.27,4594,Kharif
Bhalki,187,1016.98,24.5,Laterite Soil,69,31,55,66.08,4396,Kharif
Bidar,1239,1207.33,27.26,Red Soil,76,30,41,62.22,4696,Kharif
Humnabad,616,1163.31,27.26,Laterite Soil,69,21,55,78.46,4640,Rabi
Bhalki,213,1062.48,29.23,Black Soil,54,20,49,79.37,4323,Rabi
Basavakalyan,896,996.32,29.32,Laterite Soil,61,32,51,66.61,4192,Kharif
Bidar,1353,1086.74,23.06,Black Soil,47,49,38,72.19,4450,Kharif
Humnabad,827,1205.21,30.01,Red Soil,53,45,55,93.1,4609,Kharif
Humnabad,994,935,20.25,Laterite Soil,62,37,56,69.98,4328,Kharif
Bhalki,248,992.25,29.31,Black Soil,74,37,49,65.44,4259,Kharif
Bidar,453,1468.59,21.33,Black Soil,49,32,44,94.74,4700,Kharif
Humnabad,1246,1225.71,29.49,Laterite Soil,76,23,36,70.58,4700,Kharif
Bidar,1096,938.07,26.85,Laterite Soil,71,46,54,83.81,4278,Kharif
Bhalki,1316,1315.85,25.68,Laterite Soil,65,20,43,68.1,4700,Kharif
Aurad,363,937.08,28.98,Laterite Soil,68,34,46,79.25,4187,Kharif
Humnabad,454,1343.32,20.47,Laterite Soil,47,36,55,73.52,4700,Kharif
Basavakalyan,494,1349.98,22.91,Black Soil,60,25,56,93.66,4700,Kharif
Bidar,893,1290.65,28.01,Red Soil,59,24,31,75.15,4700,Kharif
Bhalki,643,1339.32,31.01,Black Soil,69,20,58,80.45,4700,Kharif
Bhalki,1298,952.78,24.95,Laterite Soil,52,41,38,93.07,4275,Kharif
Basavakalyan,990,1336.07,23.36,Laterite Soil,48,35,42,94.62,4700,Kharif
Aurad,557,982.01,26.74,Red Soil,76,33,34,63.56,4309,Kharif
Bidar,1409,1103.7,28.09,Laterite Soil,79,43,33,89.2,4615,Kharif
Aurad,1141,1465.65,25.46,Red Soil,74,48,52,73.37,4700,Kharif
Bhalki,806,1201.73,31.4,Laterite Soil,74,24,50,80.82,4645,Kharif
Humnabad,766,1480.46,26.8,Black Soil,61,22,30,73.13,4700,Kharif
Aurad,493,953.35,20.47,Red Soil,63,22,38,74.04,4378,Kharif
Humnabad,925,1186.53,22.9,Black Soil,75,48,53,65.56,4700,Kharif
Basavakalyan,213,937.44,25.86,Laterite Soil,61,46,45,80.05,4227,Kharif
Bhalki,651,1278.13,29.07,Black Soil,46,31,48,79.14,4666,Rabi
Humnabad,1184,947.22,22.86,Black Soil,73,37,55,66.63,4338,Kharif
Bidar,756,1005.22,32.69,Black Soil,74,28,32,78.96,4251,Kharif
Bhalki,579,1055.3,24.14,Red Soil,66,44,32,94.06,4568,Kharif
Basavakalyan,1474,1349.25,26.92,Red Soil,55,42,36,85,4700,Kharif
Bidar,1154,998.38,20.25,Red Soil,77,36,47,76.83,4560,Kharif
Bhalki,1419,1407.98,31.5,Black Soil,63,36,54,92.06,4700,Kharif
Aurad,243,979.14,30.25,Black Soil,47,39,49,80.14,4108,Kharif
Bhalki,464,921.15,22.54,Laterite Soil,66,47,36,64.73,4249,Kharif
Bidar,302,1137.03,32.13,Red Soil,62,37,53,79.16,4432,Kharif
Humnabad,1413,1487.66,24.11,Laterite Soil,74,48,45,66.33,4700,Kharif
Humnabad,289,966.21,29,Black Soil,45,22,50,86.86,4131,Kharif
Bhalki,365,961.03,30.65,Red Soil,64,37,53,93.85,4223,Kharif
Bhalki,943,1350.7,29.63,Laterite Soil,49,34,33,72.63,4700,Kharif
Basavakalyan,519,1087.3,31.93,Black Soil,56,20,42,75.22,4295,Kharif
Aurad,1121,1330.37,31.24,Black Soil,55,22,39,74.75,4700,Kharif
Basavakalyan,1466,1020.01,32.93,Black Soil,68,26,31,69.99,4200,Kharif
Basavakalyan,390,1176.04,22.37,Red Soil,62,29,48,87.8,4700,Kharif
Humnabad,1130,1059.17,23.96,Red Soil,52,28,43,81.62,4445,Kharif
Humnabad,470,1170.92,28.27,Laterite Soil,73,45,35,62.24,4587,Kharif
Bidar,194,1361.46,29.53,Black Soil,66,28,55,89.36,4700,Kharif
Basavakalyan,763,1357.21,26.95,Red Soil,46,27,42,66.55,4700,Kharif
Bidar,433,1209.46,20.96,Red Soil,67,25,51,94.27,4700,Kharif
Bhalki,1385,1457.02,30.94,Black Soil,60,20,57,73.18,4700,Kharif
Bidar,821,1058.27,32.49,Black Soil,52,35,41,81.58,4230,Rabi
Humnabad,236,1044.19,25.27,Laterite Soil,48,43,41,62.72,4286,Rabi
Basavakalyan,1180,1268.28,22.92,Laterite Soil,58,43,59,72.06,4700,Kharif
Humnabad,332,1272.78,20.25,Laterite Soil,53,49,52,88.08,4700,Kharif
Bhalki,448,927.92,23.08,Red Soil,55,47,41,76.7,4230,Rabi
Aurad,547,1264.67,29.1,Red Soil,60,44,40,91.66,4700,Kharif
Basavakalyan,163,1124.66,31.85,Red Soil,57,29,43,80.13,4390,Kharif
Humnabad,249,1348.47,21.22,Red Soil,61,30,33,92.5,4700,Kharif
Aurad,905,1384.86,27.19,Red Soil,58,31,42,94.39,4700,Kharif
Bhalki,318,1231.29,29.04,Black Soil,73,41,37,75.89,4700,Kharif
Aurad,381,901.02,23.59,Laterite Soil,61,22,53,79.78,4217,Kharif
Humnabad,1284,1281.82,27.41,Laterite Soil,45,25,56,89.22,4700,Kharif
Humnabad,763,1349.33,29.3,Laterite Soil,64,27,52,67.75,4700,Kharif
Bhalki,878,1049.39,30.89,Laterite Soil,77,42,32,90.16,4439,Kharif
Bhalki,389,1178.79,25.88,Black Soil,46,32,43,80.72,4573,Rabi
Aurad,389,1479.44,29.72,Red Soil,61,43,48,85.39,4700,Kharif
Aurad,882,1078.87,23.92,Red Soil,67,38,47,62.79,4497,Kharif
Humnabad,419,1033.89,22.77,Red Soil,66,27,40,86.82,4535,Kharif
Bhalki,689,1026.51,22.44,Laterite Soil,45,40,42,70.88,4340,Kharif
Bidar,1459,1235.28,24.67,Laterite Soil,56,42,52,88.18,4700,Rabi
Bhalki,484,1469.87,20.47,Black Soil,57,32,59,77.82,4700,Kharif
Basavakalyan,592,1265.21,23.68,Black Soil,58,23,35,69.61,4700,Kharif
Basavakalyan,874,1081.99,28.48,Red Soil,54,22,57,93.35,4432,Kharif
Bhalki,1057,1283.14,28.42,Red Soil,56,41,52,86.78,4700,Kharif
Aurad,519,1274.91,20.96,Red Soil,66,44,47,94.5,4700,Kharif
Basavakalyan,1293,1258.16,23.74,Red Soil,62,39,49,72.76,4700,Kharif
Humnabad,224,995.66,27.4,Red Soil,63,47,30,82.72,4316,Kharif
Humnabad,572,1280.74,24.14,Red Soil,74,44,31,81.41,4700,Kharif
Humnabad,219,1158.1,25.43,Laterite Soil,59,22,36,84.06,4639,Rabi
Bhalki,984,911.16,29.27,Black Soil,58,41,34,61.34,4001,Rabi
Basavakalyan,894,1223.86,20.12,Black Soil,53,31,55,70.21,4700,Rabi
Aurad,420,1493.56,23.59,Laterite Soil,49,24,48,91.83,4700,Rabi
Humnabad,281,1109.84,21.85,Red Soil,77,44,31,74.83,4700,Kharif
Aurad,1271,1479.34,21.66,Red Soil,49,25,32,93.62,4700,Kharif
Humnabad,251,957.72,32.47,Red Soil,68,37,49,67.47,4090,Kharif
Bhalki,1340,1339.47,24.9,Black Soil,52,39,39,94.91,4700,Kharif
Humnabad,1278,968.6,26.85,Black Soil,63,33,39,84.42,4287,Kharif
Bhalki,747,1064.14,29.54,Red Soil,56,24,50,87.17,4361,Kharif
Basavakalyan,821,1242.5,20.62,Red Soil,52,30,37,73.89,4700,Rabi
Basavakalyan,784,1255.67,23.13,Laterite Soil,52,46,38,91.75,4700,Kharif
Aurad,1073,1365.13,30.82,Red Soil,64,28,31,79.09,4700,Kharif
Humnabad,1439,1269.19,31.21,Laterite Soil,73,48,57,83.83,4700,Kharif
Basavakalyan,1001,1256.17,24.85,Red Soil,78,36,32,63.32,4700,Kharif
Bidar,569,1447.41,24.87,Red Soil,62,31,45,82.11,4700,Kharif
Bidar,410,1171.3,29.84,Red Soil,45,44,33,90.77,4495,Kharif
Aurad,1126,1035.16,23.84,Laterite Soil,55,45,52,66.24,4362,Kharif
Basavakalyan,565,997.07,21.52,Laterite Soil,79,20,59,85.82,4574,Kharif
Bhalki,850,1140,23.35,Laterite Soil,76,20,35,60.89,4667,Kharif
Bidar,692,1327.65,25.04,Black Soil,60,23,42,92.42,4700,Kharif
Basavakalyan,1448,925.53,20.68,Black Soil,50,48,35,94.4,4326,Kharif
Bhalki,1132,977.43,26.22,Red Soil,53,41,39,72.4,4211,Kharif
Humnabad,1483,963.67,29.62,Laterite Soil,66,49,52,63.75,4145,Kharif
Basavakalyan,1079,1251.15,26.68,Laterite Soil,52,37,46,83.05,4700,Kharif
Humnabad,1305,1045.72,20.93,Red Soil,76,36,37,61.04,4559,Kharif
Bidar,965,999.76,25.72,Red Soil,70,31,38,76.89,4384,Kharif
Humnabad,198,1255.66,29.22,Red Soil,62,39,31,69.51,4679,Kharif
Bidar,593,1356.79,20.76,Red Soil,56,43,46,76.57,4700,Kharif
Aurad,1034,1099.29,20.78,Laterite Soil,78,41,49,60.64,4669,Kharif
Aurad,321,1246.92,24.82,Black Soil,48,31,40,61.81,4659,Kharif
Bidar,1079,958.87,22.53,Laterite Soil,60,24,47,60.56,4264,Kharif
Bhalki,1139,1461.11,32.15,Black Soil,68,20,51,81.67,4700,Kharif
Aurad,155,1102.14,27.56,Red Soil,58,38,32,79.6,4461,Kharif
Bhalki,1377,1498.5,23.74,Black Soil,61,49,38,68.16,4700,Kharif
Bhalki,518,1487.15,29.16,Laterite Soil,75,26,37,82.63,4700,Kharif
Bhalki,1043,1367.29,24.87,Laterite Soil,48,34,58,90.95,4700,Kharif
Basavakalyan,871,912.04,21.72,Laterite Soil,78,33,36,69.71,4345,Kharif
Basavakalyan,1080,1226.08,23.08,Laterite Soil,47,45,56,89.12,4700,Rabi
Bhalki,430,952.1,28.36,Laterite Soil,52,22,36,83.19,4149,Kharif
Bidar,1228,1437.08,20.67,Laterite Soil,56,24,52,61.18,4700,Kharif
Aurad,1342,1373.78,23.54,Red Soil,79,25,50,73.13,4700,Kharif
Humnabad,1486,1483.4,22.71,Black Soil,46,44,37,77.77,4700,Kharif
Basavakalyan,1067,1265.03,22.61,Red Soil,73,30,49,85.61,4700,Kharif
Basavakalyan,577,1213.3,28.88,Black Soil,67,38,34,70.05,4644,Kharif
Humnabad,562,1211.38,30.74,Black Soil,77,41,32,94.4,4700,Kharif
Bhalki,988,1131.87,29.31,Black Soil,62,46,48,83.96,4512,Kharif
Humnabad,197,1181.21,28.39,Laterite Soil,66,21,31,73.05,4604,Kharif
Bhalki,1176,1281.25,31.91,Laterite Soil,58,44,43,63.4,4610,Kharif
Basavakalyan,834,1459.77,20.76,Laterite Soil,73,31,50,66.35,4700,Kharif
Humnabad,937,1257.53,22.18,Black Soil,59,44,57,77.07,4700,Kharif
Bidar,478,1414.27,25.39,Black Soil,59,42,31,77.31,4700,Kharif
Aurad,382,1417.67,24.84,Black Soil,48,33,39,86.87,4700,Kharif
Aurad,209,1211.3,25.43,Red Soil,49,46,49,85.42,4680,Kharif
Aurad,739,1108.48,22.68,Laterite Soil,47,28,39,67.04,4478,Kharif
Humnabad,679,1283.74,21.94,Laterite Soil,56,39,57,80.82,4700,Kharif
Bhalki,1270,1167.53,26.62,Laterite Soil,64,35,46,60.72,4562,Kharif
Basavakalyan,1239,948.86,32.06,Red Soil,64,45,31,73.95,4086,Kharif
Aurad,1204,1126.69,25.1,Red Soil,45,36,56,86.74,4517,Kharif
Humnabad,1131,1496.44,20.56,Red Soil,47,36,30,73.98,4700,Kharif
Aurad,926,929.11,29.18,Black Soil,53,21,47,89.25,4117,Kharif
Bhalki,297,1318,23.78,Red Soil,64,29,33,94.17,4700,Kharif
Bidar,196,1404.71,23.19,Black Soil,53,49,30,81.25,4700,Kharif
Bidar,1417,1289.24,24.22,Black Soil,75,30,51,65.08,4700,Kharif
Basavakalyan,1430,1241.85,29.41,Laterite Soil,72,22,46,73.29,4700,Kharif
